reference_date,model,interval_score,sharpness,underprediction,overprediction,coverage_deviation,bias,aem,scale
2021-11-04,"Reference: Age and week, Report: Day of week",0.0941,0.0257,0.0298,0.0372,-0.189,-0.179,0.174,log
2021-11-04,"Reference: Age and week by age, Report: Day of week",0.14,0.0304,0.0842,0.0242,-0.225,-0.349,0.228,log
2021-11-04,"Independent by age, Reference: Week, Report: Day of week",0.054,0.0252,0.0166,0.0111,0.0339,-0.265,0.101,log
2021-11-04,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0535,0.0262,0.0114,0.0152,0.052,0.126,0.0973,log
2021-11-05,"Reference: Fixed, Report: Fixed",0.094,0.0297,0.0619,0.000599,-0.153,-0.622,0.164,log
2021-11-05,"Reference: Fixed, Report: Day of week",0.0638,0.0241,0.0366,0.00115,-0.116,-0.538,0.129,log
2021-11-05,"Reference: Age, Report: Day of week",0.0558,0.026,0.0258,0.00239,-0.0431,-0.402,0.111,log
2021-11-05,"Reference: Age and week, Report: Day of week",0.0533,0.0265,0.0225,0.0027,-0.0129,-0.368,0.103,log
2021-11-05,"Reference: Age and week by age, Report: Day of week",0.0646,0.0312,0.0297,0.00165,-0.00816,-0.396,0.131,log
2021-11-05,"Independent by age, Reference: Week, Report: Day of week",0.0879,0.0289,0.0545,0.00337,-0.0731,-0.329,0.146,log
2021-11-05,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0933,0.0287,0.0574,0.00623,-0.062,-0.162,0.153,log
2021-11-06,"Reference: Fixed, Report: Fixed",0.101,0.0307,0.0674,0.00188,-0.0749,-0.467,0.155,log
2021-11-06,"Reference: Fixed, Report: Day of week",0.0592,0.0262,0.0176,0.0145,-0.0455,-0.173,0.113,log
2021-11-06,"Reference: Age, Report: Day of week",0.0624,0.028,0.0132,0.0208,-0.0157,-0.0179,0.115,log
2021-11-06,"Reference: Age and week, Report: Day of week",0.0645,0.0279,0.0151,0.0209,-0.0313,-0.025,0.117,log
2021-11-06,"Reference: Age and week by age, Report: Day of week",0.0674,0.0323,0.0193,0.0149,-0.0117,-0.146,0.124,log
2021-11-06,"Independent by age, Reference: Week, Report: Day of week",0.0506,0.0312,0.00899,0.00941,0.0749,-0.106,0.0928,log
2021-11-06,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0509,0.0308,0.00977,0.00938,0.0711,-0.118,0.0921,log
2021-11-07,"Reference: Fixed, Report: Fixed",0.117,0.0362,0.0414,0.0383,-0.163,-0.0955,0.218,log
2021-11-07,"Reference: Fixed, Report: Day of week",0.15,0.0302,0.0129,0.106,-0.242,0.17,0.241,log
2021-11-07,"Reference: Age, Report: Day of week",0.163,0.0318,0.0131,0.118,-0.25,0.312,0.261,log
2021-11-07,"Reference: Age and week, Report: Day of week",0.163,0.032,0.0138,0.117,-0.245,0.3,0.263,log
2021-11-07,"Reference: Age and week by age, Report: Day of week",0.157,0.0346,0.0191,0.102,-0.262,0.193,0.259,log
2021-11-07,"Independent by age, Reference: Week, Report: Day of week",0.0904,0.0346,0.00231,0.0532,-0.00278,0.255,0.171,log
2021-11-07,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0811,0.0328,0.00645,0.0413,-0.0469,0.139,0.16,log
2021-11-08,"Reference: Fixed, Report: Fixed",0.0876,0.0404,0.00425,0.0424,-0.0901,0.521,0.169,log
2021-11-08,"Reference: Fixed, Report: Day of week",0.116,0.0323,0.000502,0.0828,-0.179,0.679,0.209,log
2021-11-08,"Reference: Age, Report: Day of week",0.13,0.0333,0.000397,0.0965,-0.181,0.676,0.229,log
2021-11-08,"Reference: Age and week, Report: Day of week",0.132,0.0334,0.000403,0.0978,-0.183,0.685,0.233,log
2021-11-08,"Reference: Age and week by age, Report: Day of week",0.102,0.0356,0.00152,0.0647,-0.0544,0.488,0.179,log
2021-11-08,"Independent by age, Reference: Week, Report: Day of week",0.129,0.0357,0.00382,0.0888,-0.245,0.49,0.216,log
2021-11-08,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0876,0.0344,0.0135,0.0391,-0.0903,0.316,0.163,log
